age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income
38,5,10,2,3,0,4,1,38,39,0
54,4,12,0,4,4,4,0,55,39,1
42,4,13,4,10,3,4,0,12,9,0
32,4,6,5,3,4,2,0,40,0,0
55,7,16,2,10,0,1,1,70,0,1
63,4,10,2,12,0,4,1,30,39,0
21,4,5,4,7,1,4,1,48,26,0
62,0,14,2,0,0,4,1,30,39,1
46,2,13,2,11,0,4,1,40,39,1
43,4,10,4,1,4,2,0,40,39,0
35,6,9,2,4,0,4,1,60,39,0
37,4,5,2,14,0,4,1,40,39,0
51,4,9,4,3,4,4,0,45,26,0
45,4,13,2,4,0,4,1,72,2,1
19,4,8,4,8,3,4,1,20,39,0
61,0,9,2,0,0,4,1,40,39,1
61,4,5,6,4,1,2,1,65,39,0
21,4,9,4,12,1,4,0,40,39,0
45,4,9,2,14,0,4,1,40,39,0
38,4,13,2,4,0,4,1,50,39,1
28,4,13,2,10,5,4,0,40,39,1
40,2,13,2,10,0,4,1,35,39,0
32,4,9,4,7,4,2,0,40,39,0
55,2,10,3,1,4,2,0,35,39,0
64,4,9,6,10,1,4,0,23,39,0
34,4,9,5,1,4,4,1,40,39,0
19,0,10,4,0,3,4,1,60,39,0
58,4,10,0,8,4,2,0,40,39,0
46,4,12,2,3,0,4,1,55,39,0
44,4,11,2,4,0,4,1,40,39,0
31,4,10,5,8,4,2,0,40,39,0
31,1,9,4,7,4,4,0,40,39,0
39,4,10,2,12,5,4,0,45,39,1
19,4,8,4,12,3,4,0,18,39,0
56,4,9,0,8,4,4,0,40,39,0
53,2,5,2,4,0,4,1,40,39,0
68,4,14,2,10,0,4,1,18,0,0
69,4,9,6,8,1,4,0,18,39,0
62,4,10,2,12,0,4,1,40,39,1
62,7,9,2,8,0,4,1,40,39,0
39,4,9,0,8,4,4,0,40,39,0
45,1,12,4,4,1,4,1,40,39,0
29,4,10,2,1,0,2,1,50,39,0
33,4,10,2,8,0,4,1,40,39,0
34,4,10,2,7,0,2,1,40,39,1
29,4,9,4,7,1,4,0,40,39,0
65,5,7,2,4,0,4,1,35,39,1
18,4,10,4,12,3,4,0,35,39,0
22,4,9,4,5,3,4,1,40,39,0
30,4,13,2,1,0,4,1,40,39,1
44,4,13,2,7,0,4,1,40,39,1
48,4,10,0,10,4,4,0,20,39,0
52,1,9,0,1,1,4,1,45,39,0
53,6,13,2,4,0,1,1,20,3,1
48,1,9,3,1,4,4,0,40,39,0
25,4,13,4,1,3,4,0,40,39,0
41,4,13,2,12,0,4,1,50,39,1
37,4,9,4,3,1,4,1,40,39,0
55,4,6,2,14,0,2,1,45,39,0
67,4,9,4,1,1,4,0,38,39,0
36,4,10,0,1,1,4,1,45,39,0
47,4,9,5,12,1,4,0,52,39,0
36,0,9,4,0,4,4,0,40,39,0
25,4,13,4,12,1,4,0,16,39,0
19,4,5,4,5,2,4,1,16,26,0
24,4,4,5,7,3,4,1,40,39,0
30,6,10,4,12,3,4,1,25,39,0
17,4,7,4,1,3,4,1,16,39,0
28,4,13,4,1,3,4,1,40,39,0
34,4,11,2,1,0,4,1,45,39,0
35,4,10,2,12,0,4,1,46,39,0
24,2,10,2,11,0,2,1,40,39,0
43,4,9,2,1,5,4,0,35,39,1
20,4,9,4,7,1,2,1,40,0,0
55,4,14,0,4,4,4,1,40,39,1
22,4,10,4,1,3,2,0,35,39,0
20,4,10,4,8,3,4,1,50,39,0
44,4,9,0,8,4,4,0,40,39,0
38,4,12,4,3,1,4,1,40,39,0
53,4,5,6,12,4,2,0,25,39,0
26,4,10,5,12,3,0,1,48,39,0
58,4,10,2,11,0,4,1,40,39,1
23,4,9,4,4,1,4,1,40,39,0
53,4,2,2,14,0,4,1,50,39,0
35,4,9,0,3,4,4,1,40,39,0
41,5,9,2,12,0,4,1,62,39,0
31,4,9,2,7,0,4,1,40,39,0
50,4,9,6,10,4,2,0,40,39,0
57,4,5,2,12,0,2,1,55,39,1
25,4,7,2,13,0,4,1,40,39,0
23,4,9,2,7,0,4,1,40,39,0
48,4,13,4,4,1,4,1,50,39,0
34,4,10,0,12,1,4,0,60,39,0
37,4,10,2,3,0,1,1,40,0,0
43,5,13,2,12,2,1,1,45,19,0
20,4,10,4,12,2,4,1,20,39,0
40,2,13,2,10,0,4,1,75,39,1
27,4,10,2,1,5,4,0,40,39,0
35,4,6,2,3,0,4,1,40,39,0
33,4,13,4,12,1,4,0,40,39,0
57,7,10,0,3,1,4,0,40,39,0
43,4,12,2,13,0,1,1,40,39,0
40,4,12,2,4,0,4,1,55,39,1
54,4,10,0,14,1,4,1,55,39,0
28,4,10,0,1,1,4,0,40,39,0
32,4,9,2,3,0,4,1,40,39,0
49,4,9,2,12,0,4,1,50,39,1
52,4,9,2,3,0,4,1,40,39,0
41,4,6,2,14,0,4,1,60,39,0
19,4,9,4,5,3,4,1,40,39,0
33,4,9,0,3,3,4,0,42,39,0
21,0,10,4,0,4,4,1,40,39,0
25,4,13,2,10,5,4,0,32,39,0
44,4,7,0,12,4,4,0,44,39,0
20,4,10,4,10,3,4,1,40,39,0
46,4,6,3,8,1,1,1,37,3,0
39,4,9,2,12,0,4,1,50,39,0
34,4,9,4,6,1,4,1,40,39,0
19,4,9,4,6,3,4,1,35,39,0
27,4,9,2,3,0,4,1,40,39,1
53,4,5,2,14,0,4,1,40,39,0
46,4,11,0,7,4,4,1,40,39,0
23,0,13,4,0,3,4,1,40,39,0
39,4,10,4,7,2,1,1,40,30,0
30,4,9,2,6,0,4,1,40,39,0
53,4,14,2,4,0,4,1,45,39,1
33,4,5,2,6,0,4,1,40,39,0
22,4,10,2,4,5,4,0,40,39,0
44,4,10,0,8,4,2,0,35,39,0
30,4,10,0,12,4,0,0,40,39,0
66,4,10,0,1,1,4,0,20,39,0
39,4,13,2,3,0,4,1,40,39,0
37,4,9,2,10,0,4,1,50,39,1
34,4,9,2,6,5,4,0,40,39,0
17,4,7,4,3,3,4,1,20,39,0
43,4,13,4,12,1,4,1,60,39,1
46,4,13,2,10,0,4,1,50,39,1
17,4,7,4,8,1,4,1,20,39,0
60,4,4,2,7,0,4,1,40,31,0
63,4,14,2,13,0,4,1,40,39,0
42,4,12,2,12,0,4,1,40,39,0
30,4,5,2,3,0,3,1,40,26,0
33,4,9,2,14,0,4,1,40,39,0
43,4,10,2,12,0,0,1,40,39,0
20,4,5,4,4,2,4,0,40,26,0
30,4,10,4,5,2,2,1,72,39,0
37,4,9,2,14,0,4,1,45,39,0
33,0,10,0,0,4,4,0,40,39,0
49,6,13,2,10,0,4,1,40,39,1
65,4,9,6,8,4,4,0,17,39,0
35,4,15,2,10,0,4,1,55,39,1
27,4,13,2,3,0,4,1,40,39,0
33,4,9,2,12,0,4,1,45,39,1
18,4,8,4,12,3,4,0,20,39,0
41,2,14,2,10,0,4,1,50,39,0
38,4,13,4,4,1,4,1,40,39,0
45,4,9,2,7,0,4,1,40,39,0
18,0,10,4,0,3,4,1,40,39,0
33,4,10,5,8,4,4,0,38,8,0
28,4,9,4,6,1,4,1,40,0,0
47,4,9,0,10,4,0,0,40,39,0
30,4,12,2,1,5,2,0,20,39,0
36,4,12,2,10,0,4,1,40,39,0
21,4,9,4,12,3,4,1,30,39,0
44,4,13,4,10,1,4,1,40,39,0
33,4,9,3,12,1,4,1,20,39,0
61,0,9,2,0,0,2,1,6,39,0
29,4,10,2,3,0,4,1,40,39,0
45,4,10,2,3,0,4,1,40,39,1
18,0,9,4,0,3,4,0,60,39,0
29,2,11,4,11,1,4,1,56,39,1
27,4,13,4,10,3,4,0,40,39,0
21,4,10,2,7,0,4,1,20,39,0
22,0,10,2,0,5,4,0,35,39,0
49,5,10,2,3,0,4,1,45,39,1
35,4,10,2,4,0,4,1,50,39,0
47,4,9,2,3,0,4,1,40,39,1
37,2,10,2,14,0,4,1,40,39,0
37,4,11,2,10,0,4,1,48,39,1
26,4,9,0,3,1,4,1,40,39,0
18,0,9,4,0,3,4,1,40,39,0
55,1,10,2,3,0,4,1,45,39,0
47,4,12,2,12,0,4,1,50,39,1
59,4,9,5,3,4,0,0,40,39,0
70,4,9,6,1,4,4,0,5,39,0
53,1,9,2,13,0,4,1,40,10,1
39,4,9,0,10,4,4,0,40,39,0
38,4,5,2,6,0,4,1,40,39,0
33,4,10,5,13,4,4,0,50,4,0
19,0,10,4,0,3,4,1,40,39,0
28,4,9,4,1,1,4,1,40,39,0
74,4,6,0,8,1,4,0,1,39,0
40,4,13,2,1,0,4,1,40,39,1
35,4,11,0,12,1,4,1,40,39,0
35,6,9,0,3,1,4,1,50,39,0
41,4,10,2,12,0,4,1,40,39,1
38,4,10,4,12,1,4,1,50,39,0
29,6,6,2,3,0,4,1,35,39,1
46,6,9,2,4,0,4,1,50,39,0
46,4,9,0,3,1,4,0,40,39,0
40,4,13,2,10,0,4,1,60,39,1
29,1,13,2,4,0,4,1,40,39,1
39,4,12,2,11,0,2,1,60,39,0
31,4,9,4,4,3,4,1,60,39,0
50,2,14,0,4,1,4,0,70,39,0
31,7,13,4,10,1,4,0,40,39,0
27,4,10,2,3,0,4,1,45,39,0
27,4,10,4,6,1,2,1,25,39,0
28,4,13,4,10,1,4,0,20,39,0
21,4,9,4,8,3,2,0,30,39,0
57,2,13,0,4,1,4,1,40,39,0
56,2,14,0,10,1,4,0,40,39,0
22,0,9,4,0,1,4,0,40,39,0
48,4,1,5,8,4,4,0,40,8,0
36,5,10,0,12,4,1,1,55,39,0
51,4,8,2,14,0,4,1,40,39,0
39,2,12,4,14,1,4,1,48,39,0
43,4,9,2,14,0,4,1,70,39,1
38,4,14,2,10,0,1,1,40,0,0
51,2,9,2,7,0,4,1,40,39,0
43,7,9,2,10,0,4,1,40,39,0
44,4,14,2,10,0,4,1,40,39,1
35,4,9,0,4,4,4,0,50,39,0
40,4,9,2,10,0,4,1,40,39,1
39,4,6,5,8,3,2,0,12,39,0
47,5,4,2,3,0,4,1,40,0,0
23,4,1,4,8,3,4,0,15,39,0
26,4,7,2,7,0,4,1,40,39,0
25,2,9,4,10,3,2,0,40,39,0
29,4,10,5,6,1,2,1,42,39,0
30,4,9,4,7,1,4,1,45,39,0
57,7,13,2,1,0,1,1,40,3,0
37,5,11,2,12,0,4,1,40,39,1
39,4,13,2,12,0,4,1,48,39,1
37,4,14,4,4,1,4,0,40,39,1
45,0,9,2,0,0,4,1,40,39,0
21,4,10,4,12,3,4,0,16,39,0
25,7,10,2,1,5,2,0,40,39,0
61,7,9,6,1,4,0,0,40,39,0
59,4,9,2,1,0,4,1,15,39,0
28,4,9,4,6,3,4,1,40,39,0
24,4,10,4,1,4,4,0,40,39,0
47,4,9,2,7,0,4,1,40,5,1
29,4,9,1,14,0,4,1,80,39,0
49,6,5,0,8,1,4,0,20,39,0
41,2,13,0,10,4,4,0,35,39,0
33,4,10,4,4,1,2,0,40,39,0
20,0,10,4,0,3,4,1,40,39,0
40,4,16,2,10,5,4,0,20,39,1
32,4,10,0,6,1,4,1,16,39,0
48,4,13,0,12,1,2,1,40,39,1
24,4,10,4,12,3,4,0,40,39,0
50,4,11,2,13,0,4,1,38,39,1
31,7,9,4,11,2,1,1,40,39,0
23,4,11,2,3,0,4,1,55,39,1
35,4,9,2,8,0,4,1,40,39,0
50,2,9,2,11,0,4,1,40,39,0
39,4,5,0,6,1,4,1,50,39,0
52,4,4,2,8,0,4,1,48,5,0
44,4,9,2,5,0,4,1,80,39,0
43,4,13,2,10,0,4,1,50,39,1
39,4,9,2,10,0,4,1,40,39,0
33,4,4,4,5,1,4,1,40,26,1
31,4,14,4,4,1,4,1,40,39,1
40,6,10,2,10,5,4,0,40,39,1
28,2,15,2,10,0,4,1,40,39,0
19,4,8,4,10,1,1,0,25,37,0
35,4,11,2,3,0,4,1,50,39,0
44,4,13,2,10,0,4,1,60,39,0
40,6,13,2,1,0,4,1,40,9,0
20,4,10,4,1,3,4,0,35,39,0
55,4,9,0,3,4,2,1,48,39,1
30,4,4,5,14,1,4,1,35,39,0
38,4,9,2,12,0,4,1,55,39,1
75,4,9,2,12,0,4,1,20,39,0
17,4,7,4,8,3,4,1,15,39,0
79,0,14,2,0,0,4,1,40,31,1
20,4,10,4,12,3,4,1,30,39,0
25,4,12,4,13,1,4,1,30,39,0
27,4,13,2,12,0,4,1,45,39,0
19,4,10,4,12,3,4,0,20,39,0
21,4,10,2,12,5,0,0,40,39,0
19,4,10,4,8,3,4,1,20,39,0
42,4,10,4,8,1,4,1,40,39,0
28,4,6,2,3,0,4,1,36,39,0
47,6,10,2,3,0,4,1,40,20,1
59,4,10,0,8,4,4,0,32,39,0
50,4,9,2,3,0,4,1,40,39,1
48,5,9,2,4,0,4,1,80,39,0
33,2,9,2,11,0,4,1,40,39,0
27,4,12,4,12,1,4,0,40,39,0
45,4,16,4,10,1,4,1,30,39,1
24,4,4,4,12,3,4,1,40,39,0
31,4,9,2,1,5,4,0,40,39,1
24,4,3,4,5,2,2,1,40,26,0
29,4,9,4,4,1,4,1,40,39,0
24,4,9,4,7,3,4,1,30,39,0
24,4,13,4,1,1,4,0,30,39,0
28,4,10,4,4,1,2,0,45,23,0
63,0,9,2,0,0,4,1,40,39,0
36,1,10,2,6,0,4,1,50,39,0
58,7,4,2,14,0,4,1,40,39,0
51,4,10,0,4,1,4,0,36,39,0
42,4,10,2,3,0,4,1,50,39,1
39,4,10,2,7,0,4,1,40,39,0
26,4,13,4,10,3,1,0,40,39,0
39,4,10,4,3,1,4,1,40,39,0
28,4,13,4,10,1,4,1,45,39,0
51,4,13,2,10,0,0,1,40,39,1
45,4,13,3,4,4,4,1,40,39,0
45,4,11,2,3,0,4,1,40,39,0
23,7,13,4,10,1,4,0,40,39,0
38,4,10,4,8,1,4,1,40,39,0
38,4,7,3,14,3,4,1,36,26,0
39,4,10,2,7,0,4,1,40,39,0
52,4,11,4,5,1,4,1,50,39,0
17,4,8,4,12,3,4,0,6,39,0
31,4,13,2,4,0,4,1,50,39,0
22,4,9,4,14,3,2,1,24,39,0
47,7,9,0,1,4,4,0,38,39,0
28,4,10,4,1,1,4,0,40,39,0
30,0,9,4,0,4,2,0,40,39,0
41,4,9,2,14,0,4,1,50,39,1
29,4,14,4,10,1,2,1,42,39,0
42,6,15,0,10,4,4,1,60,39,1
52,1,10,2,1,0,4,1,40,39,0
35,4,13,4,10,1,4,0,40,39,0
28,4,12,4,1,3,4,0,40,39,0
46,4,14,2,10,0,4,1,46,39,1
21,0,10,4,0,3,4,0,40,39,0
45,2,9,3,1,4,2,0,40,39,0
21,4,9,4,14,3,4,1,40,39,0
74,4,6,2,1,0,4,1,20,39,0
29,4,9,2,14,2,4,1,40,39,0
39,2,9,0,1,4,4,0,40,39,0
44,4,10,2,3,0,4,1,45,39,1
23,5,13,4,5,1,4,1,40,39,0
32,2,12,0,4,1,2,0,40,39,0
61,0,6,0,0,1,4,0,40,39,0
43,4,9,0,4,1,4,0,30,39,1
23,4,1,4,8,1,1,0,40,25,0
18,4,10,4,1,3,4,0,38,39,0
38,4,9,2,6,0,4,1,40,39,0
33,4,13,5,10,1,4,1,35,39,0
19,5,10,4,8,3,1,0,35,35,0
23,4,10,4,14,1,4,1,40,39,0
37,4,9,0,13,3,4,1,45,39,0
25,4,9,4,5,3,4,1,40,39,0
36,4,9,0,14,4,4,1,43,0,0
45,4,8,2,1,5,2,0,40,39,1
32,4,13,4,1,1,4,0,48,39,0
65,0,7,0,0,1,1,0,15,39,0
18,6,7,4,3,3,4,1,40,39,0
25,4,9,4,14,4,4,1,40,26,0
29,4,14,4,12,1,4,1,65,0,0
53,4,10,2,3,0,4,1,40,39,0
33,4,16,2,10,0,4,1,60,39,1
27,4,13,4,3,1,4,1,45,39,0
24,7,9,2,11,0,4,1,40,39,0
54,6,4,2,7,0,4,1,50,39,0
23,4,10,4,12,1,4,0,30,39,0
45,4,11,6,1,1,1,0,40,39,0
36,4,10,2,4,5,4,0,35,39,1
36,4,7,2,3,0,4,1,40,39,1
44,2,14,4,10,1,4,0,40,39,0
24,4,9,4,14,4,2,1,40,39,0
39,4,10,0,12,3,4,1,70,39,0
50,4,9,3,6,4,4,0,40,39,0
38,4,9,2,4,5,4,0,40,39,1
58,4,13,6,4,4,4,0,40,39,0
44,5,9,2,8,0,2,1,48,39,0
24,4,13,4,12,3,1,1,55,39,0
52,5,9,2,4,0,4,1,40,39,1
46,4,13,0,12,1,4,1,40,39,1
50,5,16,2,10,0,4,1,60,39,1
34,4,12,2,3,0,4,1,44,39,0
40,4,12,4,13,1,2,1,40,39,0
53,4,13,0,1,4,4,0,40,39,0
24,4,9,4,1,3,4,0,40,39,0
58,0,13,2,0,0,4,1,70,39,0
26,4,10,2,3,0,4,1,45,39,0
22,4,12,4,6,3,4,1,40,39,0
36,4,9,2,3,0,4,1,40,39,0
78,0,12,6,0,1,4,0,4,39,0
36,4,13,2,10,0,4,1,45,11,1
43,2,13,2,10,5,4,0,28,39,0
60,4,4,2,6,0,4,1,40,39,0
49,2,14,2,10,0,4,1,40,39,1
50,5,4,2,3,0,4,1,63,0,1
34,6,4,4,6,4,2,1,10,39,0
46,4,10,2,1,0,4,1,40,39,0
46,2,13,2,14,0,2,1,40,39,0
69,4,9,2,8,0,4,1,20,39,0
32,4,6,2,3,0,4,1,40,39,1
40,2,13,4,10,1,4,1,50,39,1
61,4,3,2,6,0,4,1,45,39,0
56,4,10,2,4,0,4,1,40,39,1
47,4,9,2,13,0,4,1,40,39,0
29,4,9,2,7,0,2,1,40,39,0
37,4,9,2,7,0,4,1,46,39,0
51,4,15,4,10,1,4,0,50,39,1
44,7,14,2,4,0,4,1,40,39,1
33,4,9,5,8,4,4,0,40,39,0
51,6,15,0,10,1,4,1,80,39,1
24,4,11,2,7,0,4,1,40,39,0
37,6,11,4,8,3,4,0,40,39,0
40,4,10,0,4,1,4,1,40,39,0
34,4,14,4,4,3,4,1,40,39,0
61,0,13,0,0,4,4,0,40,39,0
56,5,9,2,4,0,4,1,40,0,0
69,1,7,6,1,1,4,0,20,39,0
41,6,11,0,8,4,4,0,10,39,0
40,4,9,2,3,0,4,1,40,39,0
57,4,10,4,6,3,2,1,40,39,0
26,4,13,2,4,0,4,1,55,39,0
53,4,9,2,3,0,4,1,46,39,1
90,0,4,5,0,1,4,0,15,39,0
39,4,13,0,4,1,4,1,55,39,0
51,1,13,6,1,1,4,0,40,39,0
56,1,13,2,4,0,4,1,40,33,1
51,4,6,5,1,4,2,0,40,39,0
17,4,8,4,10,3,4,1,20,39,0
42,4,10,0,4,1,4,0,50,39,0
42,4,10,0,1,3,4,0,40,39,0
29,4,15,4,10,4,4,1,45,11,1
33,4,13,2,10,0,4,1,40,39,1
47,4,15,2,10,0,4,1,60,0,1
43,4,10,0,7,1,4,1,40,39,0
64,6,15,2,10,0,4,1,9,39,1
40,4,9,0,14,1,4,1,60,39,1
21,4,3,4,6,1,4,1,40,26,0
31,4,10,2,4,0,4,1,40,39,0
60,4,11,6,4,4,1,0,40,39,1
32,4,8,2,12,0,4,1,40,39,1
66,0,13,2,0,0,4,1,20,39,0
27,4,9,4,3,3,2,1,20,39,0
40,4,9,2,4,5,4,0,40,39,0
27,4,9,2,8,5,4,0,40,39,1
18,4,10,4,8,3,4,1,30,39,0
43,4,9,5,8,1,2,0,40,39,0
52,4,9,2,7,0,4,1,48,39,1
31,4,9,4,8,1,4,1,85,39,0
28,4,9,2,14,0,4,1,60,39,0
44,4,14,4,10,1,4,0,35,39,0
37,6,10,2,5,0,4,1,84,39,0
35,4,13,2,4,0,4,1,50,39,1
42,4,5,5,3,4,2,1,40,39,0
18,4,6,4,8,3,2,1,10,39,0
46,5,14,2,12,0,4,1,60,39,1
54,1,9,2,1,0,4,1,40,39,1
54,4,9,2,12,0,4,1,50,39,0
56,4,10,0,1,1,4,0,45,11,0
27,4,10,4,12,4,4,1,50,39,0
26,4,13,4,1,3,4,0,40,26,0
41,2,10,2,3,0,4,1,40,39,0
41,4,9,2,6,0,4,1,40,0,0
32,4,10,0,7,4,4,0,40,39,0
18,4,9,4,1,3,4,0,30,39,0
36,4,9,2,6,0,4,1,65,39,0
37,4,6,4,6,1,4,1,40,39,0
31,4,3,4,5,3,4,1,25,26,0
46,4,13,2,4,0,4,1,51,39,0
24,4,9,0,7,1,4,1,40,39,0
25,5,13,4,4,3,1,1,35,36,0
55,4,3,2,3,0,4,1,50,39,0
64,2,9,6,4,1,4,1,40,39,0
30,2,13,4,10,1,4,0,40,39,0
65,4,14,4,10,1,4,1,99,39,0
46,1,13,0,10,1,4,1,40,39,0
45,4,14,2,4,0,4,1,60,39,1
18,4,10,4,12,3,4,0,25,39,0
32,4,13,2,4,0,4,1,40,39,0
38,0,13,2,0,5,3,0,50,0,1
34,7,16,2,10,0,4,1,45,11,1
35,4,9,2,3,0,4,1,40,39,0
26,4,9,4,3,3,4,1,40,39,0
24,4,10,4,12,2,4,1,35,39,0
45,6,9,2,12,0,4,1,80,39,1
36,4,6,4,6,1,4,0,34,39,0
44,4,4,2,7,0,3,1,40,27,0
23,4,10,4,1,1,4,0,60,39,0
57,4,9,2,3,0,4,1,55,39,0
41,6,10,2,12,0,4,1,60,26,1
20,2,9,2,11,0,2,1,30,33,0
32,4,10,2,3,0,4,1,36,39,0
60,4,9,2,8,5,4,0,40,39,1
38,5,13,4,3,1,4,0,20,39,0
29,4,9,4,14,1,4,0,45,39,0
22,4,9,4,3,3,4,1,40,39,0
21,4,10,4,12,3,1,1,30,19,0
40,2,9,2,8,2,4,1,40,39,0
59,4,10,2,4,0,4,1,45,39,1
45,7,14,0,4,1,4,1,45,39,0
76,2,9,6,8,1,4,0,13,39,0
45,4,13,2,7,0,4,1,40,39,1
49,2,14,5,10,4,4,0,70,39,0
36,2,11,4,11,1,2,0,60,39,1
22,4,7,4,3,3,4,1,35,39,0
47,4,11,0,10,4,4,0,44,39,0
26,4,9,1,12,0,4,1,55,39,0
21,4,10,0,3,3,4,1,40,39,0
27,4,9,4,14,3,4,0,15,39,0
26,4,13,4,8,1,4,1,40,39,0
20,4,11,4,13,3,4,0,25,39,0
31,6,14,4,10,1,4,1,45,9,0
57,2,14,0,8,4,2,0,40,39,0
39,4,7,0,12,2,4,0,40,39,0
36,4,12,4,13,1,2,1,40,9,1
66,4,10,2,4,0,4,1,45,39,0
34,2,10,2,3,0,4,1,40,39,0
80,0,9,2,0,0,4,1,25,39,0
21,4,9,4,8,2,4,0,40,39,0
40,4,13,2,4,0,4,1,32,39,1
49,2,12,0,1,1,4,0,30,39,0
48,6,10,0,12,1,4,0,60,39,0
19,7,10,4,8,1,4,1,24,39,0
42,4,7,2,14,0,2,1,40,39,0
59,4,9,2,14,0,4,1,45,39,0
63,4,10,0,8,1,4,0,40,39,0
26,4,9,4,3,2,4,1,40,39,0
41,4,5,0,8,2,4,0,35,39,0
42,4,10,2,1,0,4,1,40,39,0
19,4,9,4,8,3,4,1,20,39,0
45,2,7,2,8,5,4,0,25,39,0
47,4,9,2,8,5,4,0,30,39,1
47,4,9,0,1,1,4,0,40,39,0
34,4,11,2,3,0,4,1,40,9,0
49,6,13,2,12,0,4,1,40,39,1
36,4,9,0,14,1,4,1,40,39,0
53,4,9,6,3,4,4,1,40,39,1
21,0,10,4,0,1,4,1,45,39,0
39,4,9,0,6,1,4,1,40,39,0
52,6,11,2,3,0,4,1,40,39,0
18,4,10,4,12,3,4,0,35,39,0
59,4,11,4,3,1,1,1,40,39,0
50,4,9,2,3,0,4,1,50,39,1
31,4,13,2,13,0,1,1,40,39,1
52,0,10,2,0,5,4,0,40,39,1
41,6,10,2,4,0,4,1,40,39,1
45,4,12,6,13,4,4,1,40,39,1
54,2,14,0,10,1,4,0,40,39,0
22,4,9,4,5,1,4,1,25,39,0
50,4,9,2,14,0,4,1,40,39,1
20,0,12,4,0,1,4,0,32,39,0
43,4,9,0,1,1,4,0,40,39,0
48,2,13,2,10,0,4,1,40,39,0
24,4,13,4,4,1,4,1,45,39,0
54,4,10,2,12,0,4,1,40,39,1
26,4,9,2,1,0,4,1,40,39,0
53,4,13,2,3,0,4,1,40,39,1
51,5,16,2,10,0,4,1,40,39,1
54,4,14,2,4,0,4,1,44,39,1
32,7,9,2,3,0,4,1,49,39,1
46,4,9,2,3,0,2,1,40,39,0
60,0,13,2,0,0,4,1,12,39,0
52,2,9,0,1,1,4,0,45,39,0
44,4,9,0,1,1,4,0,40,39,0
56,5,10,2,4,0,4,1,40,39,0
57,4,9,2,4,0,4,1,40,39,0
35,4,9,4,8,4,2,0,40,39,0
30,4,12,4,13,1,4,0,40,39,0
29,4,10,4,6,1,4,1,35,39,0
49,4,13,2,4,0,4,1,66,39,1
28,4,6,4,6,1,4,1,40,39,0
30,4,10,5,1,4,2,0,40,39,0
45,4,9,0,8,1,4,1,40,39,0
17,4,6,4,8,3,4,1,12,39,0
54,2,6,2,1,0,4,1,40,39,0
31,4,10,2,1,0,4,1,40,39,0
54,4,16,2,4,0,4,1,50,39,1
55,0,13,2,0,0,4,1,40,39,0
26,4,12,2,1,3,4,0,40,0,0
37,4,5,2,6,0,4,1,50,39,0
34,4,9,0,3,1,0,1,48,39,1
38,4,13,2,10,0,4,1,40,2,0
51,4,10,2,4,0,4,1,45,39,0
41,4,9,4,4,1,1,1,60,39,0
24,4,10,4,6,1,4,1,40,39,0
56,5,13,2,4,0,4,1,50,39,1
33,4,9,4,3,3,1,1,40,39,0
31,4,6,2,7,0,4,1,40,39,0
27,4,10,4,6,1,2,1,50,39,0
32,6,13,2,12,2,4,1,45,39,0
35,4,12,2,4,0,4,1,40,33,0
43,4,10,2,3,0,4,1,45,39,1
40,4,9,0,8,4,4,0,36,39,0
19,6,9,4,8,3,4,1,53,39,0
23,4,12,4,6,3,4,1,32,39,0
40,4,9,5,7,4,4,1,40,39,0
59,4,9,0,3,1,4,1,38,39,1
43,4,9,2,3,0,4,1,40,39,0
43,6,6,2,3,0,4,1,60,0,0
53,4,9,6,7,1,4,0,40,39,0
26,4,9,2,12,0,4,1,40,39,0
68,5,10,2,4,0,4,1,20,39,1
41,4,13,2,12,0,4,1,48,39,1
32,6,9,0,3,4,4,1,40,39,0
25,7,13,4,4,1,4,1,40,39,0
20,4,9,4,8,3,4,1,40,39,0
22,4,10,4,8,1,4,1,15,39,0
33,4,6,2,3,0,4,1,40,39,0
26,2,10,2,8,2,4,1,40,39,0
29,4,9,4,8,4,2,0,25,39,0
20,4,9,4,12,3,4,0,23,39,0
68,7,14,2,10,0,4,1,42,0,1
58,4,10,0,10,4,4,0,40,39,0
32,4,9,0,7,1,4,1,40,39,0
23,4,12,4,8,1,4,0,25,39,0
30,4,5,2,8,0,4,1,40,26,0
67,7,10,2,5,0,4,1,8,39,0
26,4,12,4,1,4,4,0,32,39,0
53,6,9,2,4,0,4,1,35,39,0
27,2,9,2,14,0,4,1,60,39,0
29,8,10,2,5,3,4,1,65,39,0
38,7,16,2,10,0,4,1,40,39,1
17,4,5,4,8,3,2,0,40,39,0
48,4,14,2,13,0,4,1,40,39,1
52,4,10,6,8,4,2,0,40,0,0
28,4,12,2,4,5,4,0,40,39,0
18,4,10,4,12,3,4,1,15,39,0
28,4,10,0,12,1,4,1,30,39,0
34,4,10,2,3,0,4,1,40,39,0
62,4,9,2,10,0,4,1,40,39,1
46,4,3,2,7,0,4,1,40,26,0
30,4,10,0,1,4,4,0,40,39,0
20,4,10,4,14,3,4,1,40,39,0
29,4,9,4,4,1,4,1,50,39,0
55,4,10,2,1,0,2,1,25,39,0
20,4,10,4,10,3,4,1,24,39,0
54,4,6,2,14,0,2,1,40,39,0
27,4,6,4,3,1,4,1,30,39,0
43,4,10,4,1,1,4,1,55,39,0
17,0,6,4,0,3,4,1,40,39,0
48,7,14,0,11,1,4,1,72,39,0
